id,larghezza
http://www.wikidata.org/entity/Q131579687,
http://www.wikidata.org/entity/Q131579688,
http://www.wikidata.org/entity/Q131587694,
http://www.wikidata.org/entity/Q131587980,
http://www.wikidata.org/entity/Q131588009,
http://www.wikidata.org/entity/Q131588018,
http://www.wikidata.org/entity/Q131588032,
http://www.wikidata.org/entity/Q131588033,
http://www.wikidata.org/entity/Q131588054,
http://www.wikidata.org/entity/Q131588057,
http://www.wikidata.org/entity/Q131588060,
http://www.wikidata.org/entity/Q131604558,
http://www.wikidata.org/entity/Q131604557,
http://www.wikidata.org/entity/Q131604561,
http://www.wikidata.org/entity/Q131604568,
http://www.wikidata.org/entity/Q131604569,
http://www.wikidata.org/entity/Q131604582,
http://www.wikidata.org/entity/Q131604586,
http://www.wikidata.org/entity/Q131604589,
http://www.wikidata.org/entity/Q131604610,
http://www.wikidata.org/entity/Q131613579,
